net,length_um
m_apb_paddr[21],9.88
m_apb_psel[2],9.88
m_apb_pwdata[5],9.88
s_axi_rdata_return[3],9.88
async_fifo_Writing.async_fifo\[2\]\[68\],9.875
_00274_,9.865
_00568_,9.865
_01104_,9.865
_01601_,9.865
_02002_,9.865
_01038_,9.86
_02483_,9.86
_03147_,9.86
_04966_,9.86
async_fifo_Reading.async_fifo\[7\]\[35\],9.86
async_fifo_Writing.async_fifo\[12\]\[2\],9.86
s_axi_rdata_return[5],9.86
net853,9.86
net944,9.86
net1000,9.86
net1433,9.86
m_apb_pwdata[25],9.85
async_fifo_Reading.async_fifo\[6\]\[32\],9.84
_00353_,9.825
_01248_,9.825
_02446_,9.82
_03611_,9.82
_03654_,9.82
_04451_,9.82
_05312_,9.82
async_fifo_Reading.async_fifo\[11\]\[23\],9.82
async_fifo_Reading.async_fifo\[15\]\[5\],9.82
async_fifo_Reading.async_fifo\[2\]\[13\],9.82
async_fifo_Writing.async_fifo\[1\]\[25\],9.82
async_fifo_Writing.async_fifo\[1\]\[2\],9.82
async_fifo_Writing.async_fifo\[5\]\[51\],9.82
net1059,9.82
net1111,9.82
net1256,9.82
_00518_,9.805
_00693_,9.805
_02195_,9.8
_05014_,9.8
async_fifo_Reading.async_fifo\[11\]\[29\],9.8
async_fifo_Writing.async_fifo\[0\]\[11\],9.8
async_fifo_Writing.async_fifo\[4\]\[28\],9.795
_01084_,9.785
net1013,9.785
_03271_,9.78
_05184_,9.78
_05247_,9.78
_05269_,9.78
async_fifo_Reading.async_fifo\[12\]\[5\],9.78
net1399,9.78
_03108_,9.76
async_fifo_Reading.async_fifo\[15\]\[15\],9.76
async_fifo_Reading.async_fifo\[2\]\[24\],9.76
async_fifo_Writing.async_fifo\[2\]\[54\],9.76
async_fifo_Writing.async_fifo\[2\]\[67\],9.76
pslverrmsg_slaves[12],9.76
s_axi_wstrb[0],9.76
net1096,9.76
net1185,9.76
net1664,9.76
_00222_,9.74
async_fifo_Writing.async_fifo\[10\]\[14\],9.74
async_fifo_Writing.async_fifo\[12\]\[40\],9.74
async_fifo_Writing.async_fifo\[5\]\[50\],9.74
prdata_slaves[67],9.74
net748,9.74
net871,9.74
net2054,9.74
_02344_,9.72
_04081_,9.72
_04353_,9.72
async_fifo_Reading.async_fifo\[9\]\[20\],9.72
async_fifo_Writing.async_fifo\[1\]\[40\],9.72
net1606,9.72
net685,9.705
net1226,9.705
_05182_,9.7
async_fifo_Reading.async_fifo\[10\]\[33\],9.7
async_fifo_Reading.async_fifo\[15\]\[29\],9.7
async_fifo_Reading.async_fifo\[3\]\[34\],9.7
async_fifo_Reading.async_fifo\[3\]\[8\],9.7
async_fifo_Reading.async_fifo\[7\]\[8\],9.7
async_fifo_Writing.async_fifo\[0\]\[3\],9.7
async_fifo_Writing.async_fifo\[10\]\[58\],9.7
async_fifo_Writing.async_fifo\[1\]\[24\],9.7
async_fifo_Writing.async_fifo\[1\]\[49\],9.7
async_fifo_Writing.async_fifo\[7\]\[55\],9.7
_02789_,9.68
_02932_,9.68
async_fifo_Reading.async_fifo\[5\]\[7\],9.68
async_fifo_Writing.async_fifo\[9\]\[35\],9.68
_00820_,9.665
_00910_,9.665
_03855_,9.66
_04348_,9.66
_04410_,9.66
async_fifo_Writing.async_fifo\[1\]\[50\],9.66
net1037,9.66
net1635,9.66
_00697_,9.655
net1237,9.645
_03161_,9.64
_05248_,9.64
pslverrmsg_slaves[5],9.64
s_axi_araddr[12],9.64
s_axi_wdata[29],9.64
net643,9.64
net837,9.64
net848,9.64
net862,9.64
net915,9.64
net922,9.64
net1045,9.64
net1374,9.64
net1660,9.64
net1842,9.64
_03565_,9.62
async_fifo_Writing.async_fifo\[12\]\[18\],9.62
async_fifo_Writing.async_fifo\[13\]\[40\],9.62
async_fifo_Writing.async_fifo\[8\]\[61\],9.62
net1441,9.62
_00470_,9.605
async_fifo_Reading.async_fifo\[3\]\[7\],9.6
async_fifo_Writing.async_fifo\[10\]\[0\],9.6
net1406,9.6
_02008_,9.585
async_fifo_Writing.async_fifo\[8\]\[34\],9.585
net1087,9.585
_02576_,9.58
_03725_,9.58
_03951_,9.58
_03988_,9.58
_04480_,9.58
_04597_,9.58
async_fifo_Reading.async_fifo\[0\]\[27\],9.58
async_fifo_Reading.async_fifo\[11\]\[33\],9.58
async_fifo_Reading.async_fifo\[15\]\[32\],9.58
async_fifo_Reading.async_fifo\[9\]\[27\],9.58
async_fifo_Writing.async_fifo\[11\]\[3\],9.58
async_fifo_Writing.async_fifo\[5\]\[17\],9.58
async_fifo_Writing.async_fifo\[5\]\[32\],9.58
net1530,9.58
_00507_,9.565
async_fifo_Writing.async_fifo\[12\]\[44\],9.56
async_fifo_Writing.async_fifo\[7\]\[1\],9.56
net1042,9.56
net1263,9.56
_01361_,9.545
_03392_,9.54
async_fifo_Writing.async_fifo\[0\]\[38\],9.54
async_fifo_Writing.async_fifo\[3\]\[25\],9.54
net725,9.54
net1007,9.54
net1709,9.54
net1756,9.54
net1897,9.54
async_fifo_Writing.async_fifo\[4\]\[48\],9.53
prdata_slaves[10],9.53
_01055_,9.525
_01228_,9.52
_02084_,9.52
_04069_,9.52
_04134_,9.52
_04217_,9.52
async_fifo_Writing.async_fifo\[14\]\[44\],9.52
async_fifo_Writing.async_fifo\[9\]\[13\],9.52
net248,9.52
net900,9.52
net928,9.52
net1387,9.52
async_fifo_Reading.async_fifo\[13\]\[10\],9.505
async_fifo_Writing.async_fifo\[4\]\[54\],9.505
async_fifo_Writing.async_fifo\[8\]\[62\],9.505
async_fifo_Writing.async_fifo\[9\]\[64\],9.505
_00441_,9.5
async_fifo_Reading.async_fifo\[11\]\[34\],9.5
async_fifo_Reading.async_fifo\[6\]\[15\],9.5
async_fifo_Writing.async_fifo\[6\]\[3\],9.5
async_fifo_Writing.async_fifo\[6\]\[43\],9.5
async_fifo_Writing.async_fifo\[9\]\[49\],9.485
_01032_,9.48
_03250_,9.48
_04033_,9.48
_05200_,9.48
async_fifo_Reading.async_fifo\[9\]\[4\],9.48
async_fifo_Writing.async_fifo\[13\]\[15\],9.48
net342,9.48
_00541_,9.465
_00676_,9.465
_00767_,9.465
_01966_,9.465
_01968_,9.465
async_fifo_Reading.async_fifo\[10\]\[27\],9.46
async_fifo_Reading.async_fifo\[5\]\[35\],9.46
async_fifo_Writing.async_fifo\[11\]\[67\],9.46
async_fifo_Writing.async_fifo\[9\]\[29\],9.46
async_fifo_Writing.async_fifo\[2\]\[25\],9.455
_00422_,9.445
_00838_,9.445
_01047_,9.445
_01665_,9.445
_01672_,9.445
_01984_,9.445
_02247_,9.44
_03010_,9.44
_03193_,9.44
_04377_,9.44
_04959_,9.44
apb_master_fsm_block.m_apb_paddr_reg\[30\],9.44
apb_master_fsm_block.m_apb_paddr_reg\[6\],9.44
async_fifo_Writing.async_fifo\[7\]\[13\],9.44
async_fifo_Writing.async_fifo\[7\]\[28\],9.44
s_axi_wdata[11],9.43
async_fifo_Reading.async_fifo\[13\]\[32\],9.425
_02523_,9.42
_03086_,9.42
_03268_,9.42
_03359_,9.42
_03427_,9.42
_03919_,9.42
async_fifo_Reading.async_fifo\[1\]\[12\],9.42
async_fifo_Writing.async_fifo\[6\]\[32\],9.42
s_axi_rdata[31],9.42
net757,9.42
net888,9.42
async_fifo_Writing.async_fifo\[4\]\[37\],9.415
_01235_,9.41
async_fifo_Writing.async_fifo\[4\]\[1\],9.405
async_fifo_Writing.async_fifo\[4\]\[2\],9.405
_00072_,9.4
_02567_,9.4
_02961_,9.4
_03298_,9.4
_03383_,9.4
_03418_,9.4
_03420_,9.4
_04082_,9.4
_04376_,9.4
_04991_,9.4
async_fifo_Writing.async_fifo\[10\]\[37\],9.4
async_fifo_Writing.async_fifo\[15\]\[31\],9.4
async_fifo_Writing.async_fifo\[4\]\[35\],9.4
async_fifo_Writing.async_fifo\[8\]\[35\],9.4
net910,9.4
net1194,9.4
net1770,9.4
net1798,9.4
async_fifo_Writing.async_fifo\[3\]\[34\],9.38
net800,9.38
async_fifo_Writing.async_fifo\[15\]\[54\],9.375
_00126_,9.365
_00612_,9.365
_01153_,9.365
async_fifo_Reading.async_fifo\[14\]\[24\],9.365
_02356_,9.36
_03272_,9.36
_03591_,9.36
_04072_,9.36
_04123_,9.36
_04693_,9.36
_04823_,9.36
async_fifo_Reading.async_fifo\[0\]\[33\],9.36
async_fifo_Reading.async_fifo\[9\]\[29\],9.36
async_fifo_Reading.async_fifo\[9\]\[7\],9.36
async_fifo_Writing.async_fifo\[12\]\[25\],9.36
async_fifo_Writing.async_fifo\[14\]\[26\],9.36
async_fifo_Writing.async_fifo\[14\]\[28\],9.36
async_fifo_Writing.async_fifo\[15\]\[58\],9.36
net713,9.36
net1476,9.36
net1542,9.36
net1569,9.36
net1604,9.36
net1991,9.36
_00109_,9.34
_03343_,9.34
_04059_,9.34
async_fifo_Reading.async_fifo\[4\]\[22\],9.34
async_fifo_Writing.async_fifo\[10\]\[38\],9.34
_01376_,9.325
net972,9.325
_03569_,9.32
_04583_,9.32
_05384_,9.32
_01374_,9.3
s_axi_awaddr[25],9.3
net1165,9.3
net1291,9.3
net1576,9.3
net1613,9.3
net1733,9.3
async_fifo_Writing.async_fifo\[2\]\[43\],9.285
async_fifo_Writing.async_fifo\[9\]\[63\],9.285
_04203_,9.28
_04576_,9.28
_05171_,9.28
async_fifo_Reading.async_fifo\[7\]\[21\],9.28
async_fifo_Writing.async_fifo\[11\]\[29\],9.28
async_fifo_Writing.async_fifo\[12\]\[55\],9.28
async_fifo_Writing.async_fifo\[15\]\[41\],9.28
async_fifo_Writing.async_fifo\[7\]\[29\],9.28
net1675,9.28
s_axi_rdata[2],9.27
async_fifo_Reading.async_fifo\[14\]\[12\],9.265
_02924_,9.26
_05263_,9.26
async_fifo_Reading.async_fifo\[9\]\[13\],9.26
net1804,9.26
net1809,9.26
_00291_,9.245
async_fifo_Writing.async_fifo\[4\]\[13\],9.245
net724,9.245
net811,9.245
net856,9.245
net898,9.245
net919,9.245
net921,9.245
net942,9.245
net960,9.245
net969,9.245
net975,9.245
net1052,9.245
net1149,9.245
net1173,9.245
net1217,9.245
net1267,9.245
net1288,9.245
net1334,9.245
net1352,9.245
net1400,9.245
_00181_,9.24
_05242_,9.24
async_fifo_Reading.async_fifo\[7\]\[34\],9.24
async_fifo_Writing.async_fifo\[13\]\[64\],9.24
_00215_,9.225
_01898_,9.225
net954,9.225
net1312,9.225
_04926_,9.22
_00402_,9.205
async_fifo_Writing.async_fifo\[13\]\[19\],9.2
net648,9.2
net773,9.2
net1098,9.2
net1651,9.2
net1161,9.185
_00223_,9.18
_02509_,9.18
_03185_,9.18
_03342_,9.18
_03376_,9.18
_03564_,9.18
_04053_,9.18
_04088_,9.18
_04118_,9.18
_04163_,9.18
_04257_,9.18
net981,9.18
net1006,9.18
net1011,9.18
net1094,9.18
net1104,9.18
net1109,9.18
net1131,9.18
net1401,9.18
async_fifo_Writing.async_fifo\[8\]\[1\],9.165
async_fifo_Reading.async_fifo\[12\]\[11\],9.16
async_fifo_Writing.async_fifo\[14\]\[52\],9.16
async_fifo_Writing.async_fifo\[8\]\[38\],9.16
net726,9.16
net814,9.16
async_fifo_Reading.async_fifo\[9\]\[28\],9.14
net1858,9.14
_00473_,9.125
_00561_,9.125
_00572_,9.125
_00700_,9.125
_00701_,9.125
_00827_,9.125
_01991_,9.125
_01992_,9.125
_04241_,9.12
async_fifo_Writing.async_fifo\[12\]\[34\],9.12
async_fifo_Writing.async_fifo\[1\]\[67\],9.12
async_fifo_Writing.async_fifo\[6\]\[23\],9.12
net1535,9.12
net1720,9.12
net1155,9.105
_03068_,9.1
apb_master_fsm_block.rfifo_data_latch\[67\],9.1
net1296,9.1
_00255_,9.085
_00600_,9.085
_05278_,9.08
async_fifo_Writing.async_fifo\[10\]\[46\],9.08
axi_slave_fsm_block.sw_wfifo_wdata\[58\],9.08
net732,9.08
net1568,9.08
net1670,9.08
_00465_,9.075
_00637_,9.065
_01113_,9.06
_01293_,9.06
_02059_,9.06
_02103_,9.06
async_fifo_Reading.async_fifo\[4\]\[4\],9.06
async_fifo_Reading.async_fifo\[6\]\[18\],9.06
net1191,9.06
net1391,9.06
net1420,9.06
_01354_,9.04
_02503_,9.04
_03474_,9.04
_03733_,9.04
_04743_,9.04
async_fifo_Reading.async_fifo\[10\]\[29\],9.04
async_fifo_Reading.async_fifo\[7\]\[30\],9.04
async_fifo_Reading.async_fifo\[9\]\[16\],9.04
async_fifo_Writing.async_fifo\[11\]\[55\],9.04
async_fifo_Writing.async_fifo\[13\]\[30\],9.04
async_fifo_Writing.async_fifo\[1\]\[54\],9.04
net1249,9.04
_00208_,9.02
_00962_,9.02
_00982_,9.02
_01183_,9.02
_02191_,9.02
_03994_,9.02
_04169_,9.02
_05136_,9.02
_05289_,9.02
async_fifo_Reading.async_fifo\[11\]\[5\],9.02
async_fifo_Reading.async_fifo\[12\]\[17\],9.02
async_fifo_Writing.async_fifo\[6\]\[64\],9.02
async_fifo_Writing.async_fifo\[7\]\[58\],9.02
net200,9.02
net1144,9.02
net1619,9.02
net1637,9.02
net1649,9.02
net1974,9.02
_02161_,9
async_fifo_Reading.async_fifo\[9\]\[5\],9
async_fifo_Writing.async_fifo\[13\]\[32\],9
async_fifo_Writing.async_fifo\[3\]\[32\],9
async_fifo_Writing.async_fifo\[2\]\[28\],8.995
_00265_,8.985
_01112_,8.985
_01973_,8.985
_01998_,8.985
_02141_,8.985
_02836_,8.98
_03482_,8.98
apb_master_fsm_block.m_apb_pstrb_reg\[2\],8.98
async_fifo_Reading.async_fifo\[12\]\[4\],8.98
async_fifo_Reading.async_fifo\[8\]\[5\],8.98
async_fifo_Writing.async_fifo\[6\]\[65\],8.98
async_fifo_Writing.rptr_gray_sync1\[2\],8.98
net1814,8.98
s_axi_arready,8.97
_03551_,8.96
_03895_,8.96
_04142_,8.96
_04168_,8.96
_04258_,8.96
m_apb_paddr[10],8.96
m_apb_paddr[11],8.96
m_apb_pwdata[6],8.96
s_axi_rdata[29],8.96
sr_axi_slave_state[0],8.96
m_apb_paddr[9],8.95
_00330_,8.945
_02813_,8.94
_04153_,8.94
async_fifo_Writing.async_fifo\[11\]\[33\],8.94
async_fifo_Writing.async_fifo\[1\]\[62\],8.94
async_fifo_Writing.async_fifo\[5\]\[25\],8.94
net257,8.94
net762,8.94
net867,8.94
net1177,8.94
net1516,8.94
s_axi_bvalid,8.93
async_fifo_Reading.async_fifo\[11\]\[14\],8.925
async_fifo_Reading.async_fifo\[14\]\[22\],8.925
_00948_,8.92
_05160_,8.92
async_fifo_Writing.async_fifo\[13\]\[3\],8.92
async_fifo_Writing.async_fifo\[1\]\[34\],8.92
net1236,8.92
_00501_,8.905
_01079_,8.905
async_fifo_Writing.async_fifo\[8\]\[23\],8.905
net646,8.905
_01618_,8.9
_02349_,8.9
_02768_,8.9
_03151_,8.9
_03476_,8.9
_04375_,8.9
_04753_,8.9
_05283_,8.9
apb_master_fsm_block.m_apb_paddr_reg\[29\],8.9
async_fifo_Reading.async_fifo\[4\]\[14\],8.9
async_fifo_Writing.async_fifo\[0\]\[0\],8.9
async_fifo_Writing.async_fifo\[11\]\[54\],8.9
async_fifo_Writing.async_fifo\[13\]\[27\],8.9
async_fifo_Writing.async_fifo\[14\]\[48\],8.9
net1479,8.9
net1971,8.9
async_fifo_Reading.async_fifo\[12\]\[14\],8.88
async_fifo_Reading.async_fifo\[12\]\[19\],8.88
async_fifo_Reading.async_fifo\[7\]\[17\],8.88
async_fifo_Writing.async_fifo\[9\]\[56\],8.88
async_fifo_Writing.async_fifo\[8\]\[0\],8.875
net675,8.865
net1389,8.865
_02275_,8.86
_02596_,8.86
_03244_,8.86
_03255_,8.86
_03389_,8.86
_04076_,8.86
_05227_,8.86
async_fifo_Writing.async_fifo\[3\]\[52\],8.86
async_fifo_Writing.async_fifo\[3\]\[63\],8.86
pready_slaves[1],8.85
_00511_,8.84
_01740_,8.84
_02214_,8.84
_02325_,8.84
_03172_,8.84
_03549_,8.84
_04004_,8.84
_04025_,8.84
_04187_,8.84
_04403_,8.84
_05318_,8.84
async_fifo_Reading.async_fifo\[9\]\[32\],8.84
prdata_slaves[20],8.84
prdata_slaves[61],8.84
prdata_slaves[6],8.84
prdata_slaves[76],8.84
prdata_slaves[79],8.84
prdata_slaves[93],8.84
pslverrmsg_slaves[8],8.84
s_axi_wdata[7],8.84
net1585,8.84
net1586,8.84
net1747,8.84
net1789,8.84
net1862,8.84
_02121_,8.825
async_fifo_Reading.async_fifo\[2\]\[8\],8.825
async_fifo_Writing.async_fifo\[9\]\[15\],8.825
_03247_,8.82
_04833_,8.82
_05243_,8.82
async_fifo_Reading.async_fifo\[10\]\[21\],8.82
async_fifo_Reading.async_fifo\[12\]\[13\],8.82
async_fifo_Writing.wptr_gray\[1\],8.82
net1297,8.82
net1963,8.82
_00607_,8.805
_03585_,8.8
_03943_,8.8
_04307_,8.8
_05169_,8.8
async_fifo_Reading.async_fifo\[12\]\[33\],8.8
async_fifo_Reading.async_fifo\[4\]\[23\],8.8
net1252,8.8
net1468,8.8
_00696_,8.78
async_fifo_Reading.async_fifo\[3\]\[31\],8.78
async_fifo_Reading.async_fifo\[4\]\[20\],8.78
async_fifo_Reading.async_fifo\[7\]\[29\],8.78
async_fifo_Reading.async_fifo\[8\]\[16\],8.78
async_fifo_Reading.async_fifo\[8\]\[17\],8.78
async_fifo_Writing.async_fifo\[0\]\[27\],8.78
async_fifo_Writing.async_fifo\[13\]\[34\],8.78
async_fifo_Writing.async_fifo\[15\]\[51\],8.78
async_fifo_Writing.wptr_gray\[0\],8.78
_00300_,8.765
_00911_,8.765
_01538_,8.765
_02096_,8.765
net980,8.765
_01963_,8.745
_00063_,8.74
_05223_,8.74
async_fifo_Reading.async_fifo\[14\]\[23\],8.74
async_fifo_Writing.async_fifo\[11\]\[31\],8.74
async_fifo_Writing.async_fifo\[13\]\[36\],8.74
async_fifo_Writing.async_fifo\[6\]\[34\],8.74
net820,8.74
net827,8.74
net913,8.74
net1003,8.74
net1061,8.74
net1247,8.74
net1883,8.74
_00553_,8.725
_00857_,8.725
_01817_,8.725
net1198,8.725
net1357,8.725
async_fifo_Reading.async_fifo\[10\]\[31\],8.72
net629,8.72
prdata_slaves[103],8.72
prdata_slaves[121],8.72
prdata_slaves[48],8.72
prdata_slaves[54],8.72
prdata_slaves[56],8.72
prdata_slaves[62],8.72
prdata_slaves[66],8.72
prdata_slaves[73],8.72
s_axi_awaddr[12],8.72
s_axi_awaddr[23],8.72
s_axi_awaddr[28],8.72
s_axi_wdata[1],8.72
s_axi_wdata[8],8.72
net806,8.72
net1220,8.72
net1235,8.72
net1340,8.72
net1425,8.72
async_fifo_Writing.async_fifo\[4\]\[5\],8.705
_04141_,8.7
async_fifo_Reading.async_fifo\[9\]\[14\],8.7
async_fifo_Writing.async_fifo\[14\]\[39\],8.7
axi_slave_fsm_block.sr_wfifo_wdata\[57\],8.7
net1663,8.7
_00610_,8.685
_00704_,8.685
async_fifo_Writing.async_fifo\[8\]\[49\],8.685
_05191_,8.68
async_fifo_Reading.async_fifo\[10\]\[14\],8.68
async_fifo_Reading.async_fifo\[3\]\[17\],8.68
async_fifo_Writing.async_fifo\[15\]\[35\],8.68
async_fifo_Writing.async_fifo\[3\]\[67\],8.68
async_fifo_Writing.async_fifo\[7\]\[57\],8.68
net966,8.68
net1671,8.68
_01003_,8.665
async_fifo_Writing.async_fifo\[8\]\[63\],8.665
apb_master_fsm_block.m_apb_paddr_reg\[20\],8.66
async_fifo_Reading.async_fifo\[6\]\[21\],8.66
async_fifo_Writing.async_fifo\[0\]\[58\],8.66
async_fifo_Writing.async_fifo\[0\]\[8\],8.66
async_fifo_Writing.async_fifo\[11\]\[39\],8.66
async_fifo_Writing.async_fifo\[14\]\[5\],8.66
async_fifo_Writing.async_fifo\[3\]\[13\],8.66
async_fifo_Writing.async_fifo\[3\]\[58\],8.66
net662,8.645
net770,8.645
net1122,8.645
prdata_slaves[58],8.63
_00917_,8.625
_01023_,8.625
_01848_,8.625
async_fifo_Writing.async_fifo\[2\]\[49\],8.625
_01935_,8.62
_05288_,8.62
async_fifo_Writing.async_fifo\[13\]\[66\],8.62
async_fifo_Writing.async_fifo\[5\]\[42\],8.62
async_fifo_Writing.async_fifo\[6\]\[35\],8.62
_02250_,8.615
_00340_,8.605
_00212_,8.6
_01189_,8.6
_02072_,8.6
_02284_,8.6
_04409_,8.6
_04548_,8.6
_05322_,8.6
async_fifo_Reading.async_fifo\[6\]\[19\],8.6
axi_slave_fsm_block.axi_wdata_reg\[12\],8.6
axi_slave_fsm_block.axi_wdata_reg\[6\],8.6
net1614,8.6
net1616,8.6
net1796,8.6
net1825,8.6
net1839,8.6
_00609_,8.585
_01796_,8.58
_03674_,8.58
_04149_,8.58
_04263_,8.58
_04486_,8.58
apb_master_fsm_block.m_apb_paddr_reg\[12\],8.58
async_fifo_Reading.async_fifo\[7\]\[19\],8.58
async_fifo_Reading.async_fifo\[9\]\[23\],8.58
async_fifo_Writing.async_fifo\[6\]\[29\],8.58
_00675_,8.565
_00680_,8.565
async_fifo_Writing.async_fifo\[9\]\[43\],8.565
_00198_,8.56
_01182_,8.56
_02428_,8.56
_03341_,8.56
_03460_,8.56
_03644_,8.56
_04057_,8.56
_04119_,8.56
_04344_,8.56
_04429_,8.56
_04956_,8.56
_05095_,8.56
async_fifo_Reading.async_fifo\[0\]\[14\],8.56
async_fifo_Reading.async_fifo\[11\]\[35\],8.56
async_fifo_Reading.async_fifo\[4\]\[8\],8.56
async_fifo_Reading.async_fifo\[6\]\[28\],8.56
async_fifo_Writing.async_fifo\[0\]\[4\],8.56
async_fifo_Writing.async_fifo\[12\]\[59\],8.56
async_fifo_Writing.rptr_gray_sync1\[4\],8.56
net1988,8.56
_03754_,8.54
async_fifo_Writing.async_fifo\[15\]\[68\],8.54
async_fifo_Writing.async_fifo\[4\]\[29\],8.535
_00277_,8.525
_00323_,8.525
_00419_,8.525
_00695_,8.525
_01341_,8.525
_01365_,8.525
net774,8.525
net852,8.525
net946,8.525
net1395,8.525
_01349_,8.52
_02668_,8.52
_02767_,8.52
_03275_,8.52
_04041_,8.52
_04471_,8.52
_04836_,8.52
_04893_,8.52
_05330_,8.52
async_fifo_Writing.async_fifo\[5\]\[28\],8.52
_02196_,8.5
_02202_,8.5
_03180_,8.5
_03189_,8.5
_03252_,8.5
_03436_,8.5
_03853_,8.5
_03862_,8.5
_04104_,8.5
_04193_,8.5
_04253_,8.5
_04262_,8.5
_04400_,8.5
_05044_,8.5
async_fifo_Reading.async_fifo\[7\]\[14\],8.5
s_axi_rdata_return[21],8.5
net964,8.5
_00613_,8.485
_01116_,8.485
async_fifo_Writing.async_fifo\[4\]\[4\],8.485
async_fifo_Writing.async_fifo\[8\]\[15\],8.485
_00029_,8.48
_01048_,8.48
_02536_,8.48
_02977_,8.48
_03416_,8.48
axi_slave_fsm_block.sw_wfifo_wdata\[36\],8.48
net845,8.48
net940,8.48
net1483,8.48
net1725,8.48
_03434_,8.46
apb_master_fsm_block.rfifo_data_latch\[29\],8.46
async_fifo_Reading.async_fifo\[5\]\[17\],8.46
async_fifo_Writing.async_fifo\[10\]\[67\],8.46
async_fifo_Writing.async_fifo\[1\]\[45\],8.46
async_fifo_Writing.async_fifo\[1\]\[57\],8.46
async_fifo_Writing.async_fifo\[7\]\[59\],8.46
_00452_,8.445
_00071_,8.44
_00540_,8.44
_01191_,8.44
_02190_,8.44
_02451_,8.44
_02574_,8.44
_03237_,8.44
_03496_,8.44
_03563_,8.44
_03567_,8.44
_03706_,8.44
_04144_,8.44
_04146_,8.44
_04713_,8.44
_04769_,8.44
_04931_,8.44
_05113_,8.44
_05240_,8.44
_05249_,8.44
apb_master_fsm_block.m_apb_pwrite_reg,8.44
async_fifo_Reading.async_fifo\[15\]\[30\],8.44
async_fifo_Reading.async_fifo\[5\]\[25\],8.44
async_fifo_Reading.async_fifo\[9\]\[17\],8.44
async_fifo_Writing.async_fifo\[10\]\[41\],8.44
async_fifo_Writing.async_fifo\[10\]\[59\],8.44
async_fifo_Writing.async_fifo\[15\]\[57\],8.44
async_fifo_Writing.async_fifo\[5\]\[56\],8.44
async_fifo_Writing.async_fifo\[7\]\[0\],8.44
async_fifo_Writing.async_fifo\[7\]\[31\],8.44
net1693,8.44
async_fifo_Reading.async_fifo\[2\]\[11\],8.43
async_fifo_Writing.async_fifo\[10\]\[31\],8.42
async_fifo_Writing.async_fifo\[14\]\[15\],8.42
_00050_,8.415
_00844_,8.405
net902,8.405
_01265_,8.4
_02215_,8.4
_04766_,8.4
async_fifo_Writing.async_fifo\[5\]\[13\],8.4
axi_slave_fsm_block.axi_awaddr_reg\[11\],8.4
_00875_,8.38
_01826_,8.38
net1595,8.38
net1597,8.38
s_axi_awaddr[16],8.37
_02210_,8.36
_03432_,8.36
_03705_,8.36
_04150_,8.36
_04259_,8.36
_04264_,8.36
apb_master_fsm_block.rfifo_data_latch\[56\],8.36
async_fifo_Reading.async_fifo\[0\]\[13\],8.36
async_fifo_Writing.async_fifo\[14\]\[21\],8.36
async_fifo_Writing.async_fifo\[6\]\[20\],8.36
axi_slave_fsm_block.sw_wfifo_wdata\[42\],8.36
net977,8.36
net1370,8.36
net1634,8.36
_00814_,8.345
_00644_,8.34
_01668_,8.34
_04054_,8.34
_04097_,8.34
_04161_,8.34
_04866_,8.34
async_fifo_Writing.async_fifo\[15\]\[10\],8.34
async_fifo_Writing.async_fifo\[3\]\[27\],8.34
async_fifo_Writing.async_fifo\[5\]\[5\],8.34
net1493,8.34
net1570,8.34
net1627,8.34
net1655,8.34
net1692,8.34
net1710,8.34
net1861,8.34
async_fifo_Reading.async_fifo\[11\]\[18\],8.335
_00621_,8.325
async_fifo_Reading.async_fifo\[10\]\[12\],8.32
async_fifo_Reading.async_fifo\[10\]\[24\],8.32
async_fifo_Reading.async_fifo\[10\]\[8\],8.32
async_fifo_Reading.async_fifo\[14\]\[13\],8.32
async_fifo_Reading.async_fifo\[15\]\[34\],8.32
async_fifo_Reading.async_fifo\[5\]\[20\],8.32
async_fifo_Reading.async_fifo\[5\]\[32\],8.32
async_fifo_Writing.async_fifo\[0\]\[13\],8.32
async_fifo_Writing.async_fifo\[0\]\[52\],8.32
async_fifo_Writing.async_fifo\[0\]\[56\],8.32
async_fifo_Writing.async_fifo\[14\]\[66\],8.32
async_fifo_Writing.async_fifo\[1\]\[6\],8.32
async_fifo_Writing.async_fifo\[6\]\[11\],8.32
axi_slave_fsm_block.sw_wfifo_wdata\[55\],8.32
net780,8.32
async_fifo_Writing.async_fifo\[13\]\[4\],8.31
_00358_,8.305
_00476_,8.305
_00483_,8.305
_00529_,8.305
_00694_,8.305
_00843_,8.305
_01020_,8.305
_01434_,8.305
net1167,8.305
net1324,8.305
_00886_,8.285
_04763_,8.28
_04980_,8.28
async_fifo_Writing.async_fifo\[0\]\[57\],8.28
async_fifo_Writing.async_fifo\[11\]\[37\],8.28
net1023,8.28
net1041,8.28
net1273,8.28
net1337,8.28
net1363,8.28
net1875,8.28
_00428_,8.275
_00240_,8.265
_00303_,8.265
_02065_,8.26
net1071,8.26
net1259,8.26
net1315,8.26
net1393,8.26
net2050,8.26
prdata_slaves[49],8.25
prdata_slaves[52],8.25
s_axi_rdata_return[15],8.25
async_fifo_Reading.async_fifo\[14\]\[28\],8.245
async_fifo_Writing.async_fifo\[4\]\[38\],8.245
_00153_,8.24
async_fifo_Reading.async_fifo\[11\]\[22\],8.24
async_fifo_Reading.async_fifo\[11\]\[30\],8.24
async_fifo_Writing.async_fifo\[11\]\[43\],8.24
net865,8.24
net1078,8.24
net1121,8.24
