net,length_um
async_fifo_Reading.async_fifo\[6\]\[27\],13.74
async_fifo_Reading.async_fifo\[7\]\[20\],13.74
async_fifo_Reading.async_fifo\[8\]\[12\],13.74
async_fifo_Writing.async_fifo\[13\]\[65\],13.74
m_apb_presetn,13.74
async_fifo_Reading.async_fifo\[1\]\[31\],13.725
async_fifo_Writing.async_fifo\[5\]\[29\],13.72
async_fifo_Writing.async_fifo\[6\]\[50\],13.72
async_fifo_Writing.async_fifo\[7\]\[14\],13.72
net1063,13.72
net1484,13.72
net2015,13.72
async_fifo_Writing.async_fifo\[3\]\[18\],13.71
async_fifo_Reading.async_fifo\[8\]\[29\],13.7
async_fifo_Writing.async_fifo\[5\]\[3\],13.7
async_fifo_Writing.async_fifo\[2\]\[29\],13.685
_02328_,13.68
apb_master_fsm_block.rfifo_data_latch\[58\],13.68
async_fifo_Writing.async_fifo\[7\]\[3\],13.68
async_fifo_Writing.async_fifo\[7\]\[63\],13.68
axi_slave_fsm_block.sr_wfifo_wdata\[55\],13.68
_02890_,13.66
net173,13.66
async_fifo_Writing.async_fifo\[2\]\[38\],13.645
m_apb_pwdata[8],13.64
net797,13.64
net1353,13.64
async_fifo_Reading.async_fifo\[13\]\[26\],13.635
_00668_,13.62
_02915_,13.62
async_fifo_Reading.async_fifo\[13\]\[20\],13.62
async_fifo_Writing.async_fifo\[0\]\[26\],13.62
async_fifo_Writing.async_fifo\[7\]\[50\],13.62
net1458,13.62
net2000,13.62
_00846_,13.605
async_fifo_Reading.async_fifo\[14\]\[29\],13.6
async_fifo_Writing.async_fifo\[12\]\[56\],13.6
async_fifo_Writing.async_fifo\[1\]\[35\],13.6
_00848_,13.585
async_fifo_Reading.async_fifo\[14\]\[35\],13.585
_04962_,13.58
apb_master_fsm_block.m_apb_pwdata_reg\[24\],13.57
_03269_,13.56
_04396_,13.56
_04773_,13.56
_05065_,13.56
async_fifo_Writing.async_fifo\[14\]\[56\],13.56
net1890,13.56
_00499_,13.545
_02229_,13.54
async_fifo_Reading.async_fifo\[2\]\[28\],13.54
_02972_,13.52
net1462,13.52
_02469_,13.5
_04877_,13.5
_05197_,13.5
async_fifo_Writing.async_fifo\[0\]\[33\],13.5
async_fifo_Writing.async_fifo\[13\]\[49\],13.5
axi_slave_fsm_block.axi_araddr_reg\[14\],13.5
async_fifo_Writing.async_fifo\[1\]\[53\],13.495
_05232_,13.46
async_fifo_Writing.async_fifo\[3\]\[42\],13.46
m_apb_master_state[0],13.44
net1982,13.44
_02695_,13.42
_04744_,13.42
async_fifo_Writing.async_fifo\[10\]\[43\],13.42
async_fifo_Writing.async_fifo\[15\]\[19\],13.42
_04975_,13.4
async_fifo_Writing.async_fifo\[10\]\[28\],13.4
_00480_,13.385
_04937_,13.38
apb_master_fsm_block.m_apb_pwdata_reg\[31\],13.38
async_fifo_Reading.async_fifo\[11\]\[8\],13.38
async_fifo_Reading.async_fifo\[3\]\[24\],13.38
async_fifo_Reading.async_fifo\[3\]\[25\],13.38
async_fifo_Reading.async_fifo\[7\]\[12\],13.38
async_fifo_Writing.async_fifo\[11\]\[40\],13.36
async_fifo_Writing.async_fifo\[1\]\[52\],13.36
async_fifo_Writing.async_fifo\[1\]\[58\],13.36
async_fifo_Writing.async_fifo\[7\]\[32\],13.36
async_fifo_Writing.async_fifo\[4\]\[66\],13.345
_04703_,13.34
async_fifo_Reading.async_fifo\[12\]\[12\],13.34
async_fifo_Reading.async_fifo\[12\]\[21\],13.34
async_fifo_Writing.async_fifo\[5\]\[9\],13.34
async_fifo_Writing.async_fifo\[8\]\[41\],13.34
net1380,13.34
async_fifo_Writing.async_fifo\[4\]\[14\],13.335
async_fifo_Writing.async_fifo\[6\]\[33\],13.32
net718,13.32
net1345,13.32
async_fifo_Reading.async_fifo\[11\]\[17\],13.3
async_fifo_Reading.async_fifo\[8\]\[28\],13.3
async_fifo_Writing.async_fifo\[0\]\[2\],13.3
async_fifo_Writing.async_fifo\[15\]\[47\],13.3
async_fifo_Writing.async_fifo\[1\]\[0\],13.3
prdata_slaves[35],13.3
s_axi_araddr[13],13.3
net778,13.28
_02484_,13.26
_04708_,13.26
async_fifo_Writing.async_fifo\[11\]\[13\],13.26
async_fifo_Writing.async_fifo\[12\]\[21\],13.26
async_fifo_Writing.async_fifo\[14\]\[36\],13.26
async_fifo_Writing.async_fifo\[6\]\[57\],13.26
async_fifo_Writing.async_fifo\[7\]\[65\],13.26
s_axi_rdata[18],13.25
net1181,13.24
_00275_,13.225
async_fifo_Writing.async_fifo\[11\]\[41\],13.22
async_fifo_Writing.async_fifo\[14\]\[11\],13.22
async_fifo_Writing.async_fifo\[1\]\[59\],13.22
async_fifo_Writing.async_fifo\[5\]\[33\],13.22
net1120,13.22
net1667,13.22
net1702,13.22
net1937,13.22
_00264_,13.215
async_fifo_Writing.async_fifo\[7\]\[61\],13.2
_01799_,13.18
_02791_,13.18
async_fifo_Reading.async_fifo\[7\]\[18\],13.18
net686,13.18
net824,13.18
axi_slave_fsm_block.sr_wfifo_wdata\[37\],13.17
async_fifo_Writing.async_fifo\[9\]\[1\],13.165
async_fifo_Writing.async_fifo\[3\]\[41\],13.16
net1402,13.16
_00209_,13.14
async_fifo_Writing.async_fifo\[3\]\[20\],13.14
net2020,13.14
async_fifo_Reading.async_fifo\[1\]\[34\],13.125
apb_master_fsm_block.m_apb_pwdata_reg\[27\],13.12
async_fifo_Reading.async_fifo\[8\]\[11\],13.12
async_fifo_Writing.async_fifo\[6\]\[28\],13.12
_00011_,13.1
_02289_,13.1
_03407_,13.1
async_fifo_Reading.async_fifo\[4\]\[25\],13.1
async_fifo_Writing.async_fifo\[1\]\[17\],13.1
async_fifo_Writing.wptr\[4\],13.1
net1192,13.1
net1959,13.1
async_fifo_Writing.async_fifo\[2\]\[27\],13.095
_02274_,13.08
_04581_,13.08
_05320_,13.08
async_fifo_Writing.async_fifo\[1\]\[15\],13.08
net1153,13.08
_01797_,13.06
_03408_,13.06
async_fifo_Reading.rptr_gray_sync2\[4\],13.06
async_fifo_Writing.async_fifo\[7\]\[64\],13.06
net1346,13.06
async_fifo_Writing.async_fifo\[9\]\[53\],13.045
_02782_,13.04
_02960_,13.04
_04414_,13.04
_04633_,13.04
_00849_,13.025
_04687_,13.02
async_fifo_Writing.async_fifo\[11\]\[53\],13.02
async_fifo_Writing.async_fifo\[11\]\[56\],13.02
_00434_,13.005
async_fifo_Reading.async_fifo\[2\]\[17\],13.005
_04728_,13
async_fifo_Writing.async_fifo\[14\]\[47\],13
net790,13
_02978_,12.98
_03701_,12.98
async_fifo_Reading.async_fifo\[9\]\[24\],12.98
async_fifo_Writing.async_fifo\[10\]\[66\],12.98
async_fifo_Writing.async_fifo\[1\]\[39\],12.98
async_fifo_Writing.async_fifo\[8\]\[43\],12.965
_02659_,12.96
apb_master_fsm_block.m_apb_pstrb_reg\[3\],12.96
net927,12.96
async_fifo_Writing.async_fifo\[9\]\[27\],12.945
_02912_,12.94
_03615_,12.94
async_fifo_Reading.async_fifo\[5\]\[11\],12.94
async_fifo_Writing.async_fifo\[14\]\[13\],12.94
async_fifo_Writing.async_fifo\[4\]\[15\],12.94
async_fifo_Writing.wptr_gray_sync2\[2\],12.94
net998,12.94
_04858_,12.92
_05124_,12.92
apb_master_fsm_block.m_apb_pwdata_reg\[2\],12.92
async_fifo_Reading.async_fifo\[11\]\[4\],12.92
async_fifo_Reading.async_fifo\[7\]\[22\],12.92
async_fifo_Reading.async_fifo\[8\]\[35\],12.92
async_fifo_Writing.async_fifo\[0\]\[30\],12.92
async_fifo_Writing.async_fifo\[15\]\[2\],12.92
axi_slave_fsm_block.axi_araddr_reg\[30\],12.92
net868,12.92
net1174,12.92
net1375,12.92
_03064_,12.9
net1947,12.9
_00400_,12.885
_03301_,12.88
async_fifo_Writing.async_fifo\[7\]\[23\],12.88
net1698,12.88
net1760,12.88
net1415,12.865
_05031_,12.86
async_fifo_Writing.async_fifo\[2\]\[26\],12.86
net2031,12.86
_05340_,12.84
async_fifo_Writing.async_fifo\[12\]\[16\],12.84
async_fifo_Writing.async_fifo\[9\]\[66\],12.84
s_axi_araddr[0],12.84
net1233,12.84
_02705_,12.82
async_fifo_Writing.async_fifo\[10\]\[63\],12.8
async_fifo_Writing.async_fifo\[3\]\[23\],12.8
net2010,12.8
apb_master_fsm_block.m_apb_pwdata_reg\[1\],12.78
async_fifo_Writing.async_fifo\[12\]\[58\],12.78
net1865,12.78
net1881,12.78
async_fifo_Writing.async_fifo\[4\]\[44\],12.76
net801,12.745
_00016_,12.74
_03431_,12.74
net1449,12.74
_00645_,12.725
async_fifo_Writing.async_fifo\[10\]\[30\],12.72
async_fifo_Writing.async_fifo\[13\]\[46\],12.72
async_fifo_Writing.async_fifo\[7\]\[45\],12.72
net1189,12.72
net1951,12.72
async_fifo_Writing.async_fifo\[5\]\[0\],12.7
async_fifo_Writing.async_fifo\[6\]\[8\],12.7
net1361,12.7
_04756_,12.68
async_fifo_Writing.async_fifo\[14\]\[6\],12.68
_00337_,12.665
async_fifo_Reading.async_fifo\[1\]\[30\],12.665
_00968_,12.66
_02803_,12.66
async_fifo_Writing.async_fifo\[2\]\[33\],12.645
async_fifo_Reading.async_fifo\[4\]\[13\],12.64
async_fifo_Writing.async_fifo\[7\]\[60\],12.625
_04945_,12.62
_05110_,12.62
async_fifo_Writing.async_fifo\[14\]\[14\],12.62
async_fifo_Writing.async_fifo\[3\]\[8\],12.62
m_apb_pwdata[3],12.62
net1031,12.62
_01922_,12.6
_02265_,12.6
_03587_,12.6
async_fifo_Reading.async_fifo\[9\]\[25\],12.6
async_fifo_Writing.async_fifo\[3\]\[15\],12.6
_00757_,12.585
net652,12.585
_02401_,12.58
_03500_,12.56
_03613_,12.56
async_fifo_Reading.async_fifo\[6\]\[6\],12.56
async_fifo_Writing.async_fifo\[11\]\[62\],12.56
async_fifo_Writing.async_fifo\[12\]\[54\],12.56
async_fifo_Writing.async_fifo\[15\]\[61\],12.56
async_fifo_Writing.async_fifo\[1\]\[63\],12.56
_00900_,12.54
_02614_,12.54
_04647_,12.54
_05166_,12.54
async_fifo_Reading.async_fifo\[4\]\[17\],12.54
async_fifo_Writing.async_fifo\[12\]\[20\],12.54
async_fifo_Writing.async_fifo\[15\]\[11\],12.54
async_fifo_Writing.async_fifo\[1\]\[10\],12.54
_03561_,12.52
prdata_slaves[0],12.52
_02444_,12.5
_04723_,12.5
_05058_,12.5
async_fifo_Writing.async_fifo\[10\]\[25\],12.5
prdata_slaves[64],12.5
net1207,12.5
_04837_,12.48
async_fifo_Writing.async_fifo\[9\]\[57\],12.48
net217,12.48
apb_master_fsm_block.m_apb_pwdata_reg\[30\],12.46
async_fifo_Reading.async_fifo\[15\]\[26\],12.46
net1209,12.46
net1055,12.445
_01093_,12.425
async_fifo_Reading.async_fifo\[3\]\[32\],12.42
async_fifo_Writing.async_fifo\[12\]\[43\],12.42
async_fifo_Writing.async_fifo\[13\]\[25\],12.42
async_fifo_Writing.async_fifo\[15\]\[48\],12.42
net1453,12.42
net1885,12.42
_01999_,12.405
_00039_,12.4
async_fifo_Writing.async_fifo\[0\]\[60\],12.4
net1099,12.4
net1262,12.4
net608,12.39
async_fifo_Reading.async_fifo\[3\]\[26\],12.38
async_fifo_Writing.async_fifo\[3\]\[55\],12.38
s_axi_wdata[17],12.38
_02818_,12.36
_04684_,12.36
apb_master_fsm_block.rfifo_data_latch\[15\],12.36
async_fifo_Reading.async_fifo\[0\]\[9\],12.36
s_axi_rdata_return[10],12.36
net1076,12.36
net1246,12.36
async_fifo_Writing.async_fifo\[10\]\[5\],12.34
async_fifo_Writing.async_fifo\[7\]\[18\],12.34
net1170,12.325
async_fifo_Writing.async_fifo\[8\]\[20\],12.32
async_fifo_Writing.async_fifo\[8\]\[53\],12.305
_02134_,12.285
async_fifo_Writing.rptr\[0\],12.285
_03556_,12.28
_04835_,12.28
async_fifo_Writing.async_fifo\[11\]\[8\],12.28
net1834,12.28
async_fifo_Reading.async_fifo\[4\]\[7\],12.26
async_fifo_Writing.async_fifo\[15\]\[42\],12.26
net1371,12.26
_01321_,12.245
_03501_,12.24
apb_master_fsm_block.m_apb_pwdata_reg\[4\],12.24
prdata_slaves[124],12.24
s_axi_araddr[21],12.24
s_axi_wdata[28],12.24
_00956_,12.22
net426,12.22
async_fifo_Reading.async_fifo\[13\]\[14\],12.205
async_fifo_Reading.async_fifo\[1\]\[25\],12.205
async_fifo_Writing.async_fifo\[15\]\[15\],12.2
async_fifo_Reading.async_fifo\[2\]\[14\],12.185
_03544_,12.18
_04995_,12.18
async_fifo_Writing.async_fifo\[12\]\[23\],12.18
async_fifo_Writing.async_fifo\[13\]\[9\],12.18
async_fifo_Writing.async_fifo\[5\]\[67\],12.18
async_fifo_Writing.async_fifo\[9\]\[3\],12.165
_00135_,12.16
_02800_,12.16
_02817_,12.16
_05260_,12.16
async_fifo_Reading.async_fifo\[4\]\[32\],12.16
async_fifo_Writing.async_fifo\[10\]\[7\],12.16
async_fifo_Writing.async_fifo\[3\]\[26\],12.16
s_axi_rdata_return[16],12.16
net1130,12.16
net1163,12.16
_00363_,12.145
async_fifo_Reading.async_fifo\[0\]\[12\],12.14
async_fifo_Writing.async_fifo\[5\]\[44\],12.14
async_fifo_Writing.async_fifo\[9\]\[47\],12.14
s_axi_rdata_return[11],12.14
net1126,12.14
_00555_,12.125
_02896_,12.12
_04872_,12.12
_05239_,12.12
async_fifo_Reading.async_fifo\[9\]\[22\],12.12
async_fifo_Writing.async_fifo\[10\]\[60\],12.12
net863,12.12
net1972,12.12
async_fifo_Writing.async_fifo\[8\]\[32\],12.105
async_fifo_Writing.async_fifo\[8\]\[50\],12.105
async_fifo_Writing.async_fifo\[5\]\[15\],12.1
async_fifo_Writing.async_fifo\[8\]\[22\],12.095
_00684_,12.085
_01162_,12.085
async_fifo_Writing.async_fifo\[4\]\[47\],12.085
_02971_,12.08
_03267_,12.08
apb_master_fsm_block.rfifo_data_latch\[30\],12.08
async_fifo_Writing.async_fifo\[11\]\[65\],12.08
async_fifo_Writing.async_fifo\[5\]\[1\],12.08
axi_slave_fsm_block.sr_wfifo_wdata\[54\],12.08
async_fifo_Writing.async_fifo\[2\]\[66\],12.06
async_fifo_Writing.async_fifo\[4\]\[46\],12.06
net1624,12.06
net1317,12.045
_02855_,12.04
_04604_,12.04
async_fifo_Writing.async_fifo\[14\]\[23\],12.04
m_apb_master_state[2],12.04
m_apb_paddr[29],12.04
m_apb_pwdata[29],12.04
s_axi_bready,12.04
s_axi_rdata[0],12.04
s_axi_rdata[26],12.04
net878,12.04
net961,12.04
net1271,12.04
net1980,12.04
async_fifo_Reading.async_fifo\[0\]\[18\],12.02
async_fifo_Writing.async_fifo\[13\]\[16\],12.02
async_fifo_Writing.async_fifo\[9\]\[52\],12.02
m_apb_paddr[22],12.02
m_apb_paddr[24],12.02
m_apb_paddr[27],12.02
m_apb_pwdata[9],12.02
s_axi_rdata[27],12.02
s_axi_rdata[8],12.02
s_axi_rdata_return[24],12.02
async_fifo_Writing.async_fifo\[8\]\[2\],12.005
async_fifo_Reading.async_fifo\[6\]\[17\],12
async_fifo_Reading.async_fifo\[7\]\[31\],12
async_fifo_Reading.async_fifo\[8\]\[9\],12
async_fifo_Writing.async_fifo\[11\]\[17\],12
net1043,12
net1313,12
net1495,12
prdata_slaves[94],11.99
net1925,11.98
async_fifo_Writing.async_fifo\[14\]\[59\],11.96
axi_slave_fsm_block.axi_wdata_reg\[16\],11.96
net639,11.96
net1356,11.96
_00194_,11.94
_02717_,11.94
async_fifo_Reading.async_fifo\[6\]\[34\],11.94
pready_slaves[3],11.94
s_axi_awaddr[24],11.94
net1234,11.94
net1669,11.94
async_fifo_Writing.async_fifo\[9\]\[4\],11.925
_04944_,11.92
async_fifo_Writing.async_fifo\[11\]\[0\],11.92
async_fifo_Writing.async_fifo\[12\]\[8\],11.92
async_fifo_Writing.async_fifo\[3\]\[16\],11.92
async_fifo_Writing.async_fifo\[6\]\[18\],11.92
net624,11.92
s_axi_awaddr[7],11.92
async_fifo_Writing.async_fifo\[7\]\[5\],11.9
_02347_,11.88
async_fifo_Reading.async_fifo\[0\]\[28\],11.88
async_fifo_Reading.async_fifo\[9\]\[34\],11.88
async_fifo_Writing.async_fifo\[13\]\[10\],11.88
net997,11.865
async_fifo_Reading.async_fifo\[11\]\[26\],11.86
async_fifo_Writing.async_fifo\[2\]\[32\],11.845
_00151_,11.84
_02058_,11.84
_02886_,11.84
apb_master_fsm_block.rfifo_data_latch\[65\],11.84
async_fifo_Writing.async_fifo\[13\]\[33\],11.84
async_fifo_Writing.async_fifo\[3\]\[66\],11.84
net909,11.84
net1472,11.84
net1992,11.84
_01018_,11.825
_01305_,11.82
_03339_,11.82
_04754_,11.82
net994,11.82
net1936,11.82
_02887_,11.8
_04124_,11.8
async_fifo_Writing.async_fifo\[5\]\[22\],11.8
async_fifo_Writing.async_fifo\[4\]\[21\],11.785
_04996_,11.78
async_fifo_Reading.async_fifo\[0\]\[23\],11.78
prdata_slaves[110],11.78
prdata_slaves[18],11.78
prdata_slaves[40],11.78
pslverrmsg_slaves[6],11.78
s_axi_awaddr[21],11.78
async_fifo_Writing.async_fifo\[10\]\[54\],11.76
net2005,11.76
_00496_,11.745
async_fifo_Writing.async_fifo\[2\]\[12\],11.745
async_fifo_Writing.async_fifo\[4\]\[49\],11.745
net858,11.745
_04626_,11.74
async_fifo_Writing.async_fifo\[11\]\[57\],11.74
_02568_,11.72
_05120_,11.72
async_fifo_Reading.async_fifo\[10\]\[30\],11.72
async_fifo_Writing.async_fifo\[13\]\[0\],11.72
async_fifo_Writing.async_fifo\[15\]\[0\],11.71
pslverrmsg_slaves[15],11.71
_01114_,11.705
_01272_,11.705
_00058_,11.7
_02894_,11.7
_04254_,11.7
_04613_,11.7
_05304_,11.7
async_fifo_Writing.async_fifo\[5\]\[47\],11.7
net818,11.7
net1073,11.7
net1487,11.7
async_fifo_Writing.async_fifo\[9\]\[14\],11.685
_03240_,11.68
async_fifo_Writing.async_fifo\[0\]\[35\],11.68
async_fifo_Writing.async_fifo\[10\]\[6\],11.68
async_fifo_Writing.async_fifo\[9\]\[12\],11.68
net621,11.68
net630,11.68
s_axi_rdata_return[13],11.68
net1372,11.68
net1377,11.68
_00361_,11.665
_00688_,11.665
async_fifo_Writing.async_fifo\[8\]\[24\],11.665
_02099_,11.66
_02794_,11.66
_03385_,11.66
_03520_,11.66
_03904_,11.66
async_fifo_Reading.async_fifo\[0\]\[6\],11.66
async_fifo_Reading.async_fifo\[7\]\[32\],11.66
async_fifo_Writing.async_fifo\[12\]\[50\],11.66
async_fifo_Writing.async_fifo\[6\]\[63\],11.66
net825,11.66
net1254,11.66
_01097_,11.64
async_fifo_Reading.async_fifo\[4\]\[28\],11.64
async_fifo_Reading.async_fifo\[4\]\[34\],11.64
async_fifo_Reading.async_fifo\[2\]\[32\],11.625
_02384_,11.62
_02795_,11.62
_04656_,11.62
async_fifo_Writing.async_fifo\[14\]\[61\],11.62
net1983,11.6
m_apb_pwdata[14],11.59
apb_master_fsm_block.m_apb_pwdata_reg\[8\],11.58
async_fifo_Writing.async_fifo\[1\]\[20\],11.58
async_fifo_Writing.async_fifo\[7\]\[62\],11.58
async_fifo_Writing.async_fifo\[7\]\[67\],11.58
prdata_slaves[114],11.58
s_axi_araddr[11],11.58
net1257,11.58
async_fifo_Reading.async_fifo\[14\]\[25\],11.565
_02671_,11.56
apb_master_fsm_block.m_apb_paddr_reg\[18\],11.56
net1066,11.56
net2044,11.56
_00280_,11.545
_00504_,11.545
_00885_,11.545
async_fifo_Writing.async_fifo\[8\]\[4\],11.545
apb_master_fsm_block.rfifo_data_latch\[48\],11.54
async_fifo_Reading.async_fifo\[10\]\[28\],11.54
async_fifo_Reading.async_fifo\[10\]\[34\],11.54
async_fifo_Reading.async_fifo\[12\]\[7\],11.54
async_fifo_Reading.async_fifo\[13\]\[5\],11.54
async_fifo_Writing.async_fifo\[11\]\[60\],11.54
async_fifo_Writing.async_fifo\[14\]\[2\],11.54
async_fifo_Writing.async_fifo\[15\]\[36\],11.54
async_fifo_Writing.async_fifo\[1\]\[26\],11.54
async_fifo_Writing.async_fifo\[3\]\[3\],11.54
async_fifo_Writing.async_fifo\[7\]\[21\],11.54
net642,11.54
net1214,11.54
net1243,11.54
net1661,11.54
net1999,11.54
async_fifo_Writing.async_fifo\[12\]\[45\],11.53
_02006_,11.525
async_fifo_Reading.async_fifo\[15\]\[6\],11.52
async_fifo_Writing.async_fifo\[15\]\[37\],11.52
_02320_,11.5
_03295_,11.5
async_fifo_Reading.async_fifo\[5\]\[30\],11.5
async_fifo_Writing.async_fifo\[4\]\[65\],11.5
async_fifo_Writing.async_fifo\[7\]\[51\],11.5
net1806,11.5
prdata_slaves[28],11.49
_00734_,11.485
async_fifo_Reading.async_fifo\[0\]\[34\],11.48
net1020,11.48
net1302,11.48
net1491,11.48
async_fifo_Writing.async_fifo\[0\]\[36\],11.46
async_fifo_Writing.async_fifo\[3\]\[54\],11.46
async_fifo_Writing.async_fifo\[5\]\[55\],11.46
async_fifo_Writing.async_fifo\[7\]\[30\],11.46
net632,11.46
pslverrmsg_slaves[7],11.46
s_axi_wdata[2],11.46
s_axi_wdata[3],11.46
s_axi_wstrb[1],11.46
_00364_,11.445
_00590_,11.445
_01875_,11.445
async_fifo_Writing.async_fifo\[4\]\[42\],11.445
async_fifo_Writing.async_fifo\[0\]\[61\],11.44
async_fifo_Writing.async_fifo\[10\]\[4\],11.44
net1965,11.44
_05192_,11.42
apb_master_fsm_block.m_apb_pwdata_reg\[26\],11.42
async_fifo_Reading.async_fifo\[0\]\[31\],11.42
async_fifo_Reading.async_fifo\[11\]\[21\],11.42
async_fifo_Writing.async_fifo\[1\]\[12\],11.42
async_fifo_Writing.async_fifo\[1\]\[55\],11.42
async_fifo_Writing.async_fifo\[6\]\[26\],11.42
net738,11.405
async_fifo_Writing.async_fifo\[14\]\[7\],11.4
net1339,11.4
net1358,11.4
_00683_,11.385
_00858_,11.385
_01402_,11.385
net835,11.385
net664,11.38
net1321,11.38
net1447,11.38
async_fifo_Reading.async_fifo\[14\]\[15\],11.365
_04637_,11.36
async_fifo_Writing.async_fifo\[15\]\[17\],11.36
async_fifo_Writing.async_fifo\[7\]\[40\],11.36
net1001,11.36
net1383,11.36
_03993_,11.34
async_fifo_Writing.async_fifo\[5\]\[38\],11.34
async_fifo_Writing.async_fifo\[4\]\[57\],11.325
_02151_,11.32
_02390_,11.32
_04103_,11.32
_04726_,11.32
apb_master_fsm_block.m_apb_paddr_reg\[1\],11.32
async_fifo_Reading.async_fifo\[0\]\[25\],11.32
async_fifo_Reading.async_fifo\[8\]\[15\],11.32
async_fifo_Writing.async_fifo\[13\]\[8\],11.32
net968,11.32
net1151,11.32
net1504,11.32
async_fifo_Writing.async_fifo\[2\]\[39\],11.305
async_fifo_Reading.async_fifo\[10\]\[6\],11.3
net1158,11.3
_02005_,11.285
net1033,11.285
async_fifo_Reading.async_fifo\[6\]\[31\],11.28
async_fifo_Writing.async_fifo\[12\]\[7\],11.28
async_fifo_Writing.async_fifo\[13\]\[12\],11.28
_04137_,11.26
async_fifo_Writing.async_fifo\[3\]\[44\],11.26
net255,11.26
_00073_,11.24
_04006_,11.24
_04219_,11.24
_04365_,11.24
async_fifo_Reading.async_fifo\[7\]\[33\],11.24
m_apb_pwdata[17],11.24
s_axi_rdata_return[8],11.24
net703,11.24
net731,11.24
net1520,11.24
_00509_,11.22
axi_slave_fsm_block.sw_wfifo_wdata\[50\],11.22
net1797,11.22
_01115_,11.205
_03293_,11.2
_03881_,11.2
_05094_,11.2
async_fifo_Reading.async_fifo\[7\]\[26\],11.2
async_fifo_Reading.async_fifo\[7\]\[9\],11.2
net756,11.2
net1894,11.2
async_fifo_Writing.async_fifo\[4\]\[34\],11.185
_01194_,11.18
_04680_,11.18
async_fifo_Writing.async_fifo\[12\]\[63\],11.18
_02272_,11.16
_02358_,11.16
_05186_,11.16
async_fifo_Writing.async_fifo\[11\]\[66\],11.16
net1179,11.14
net1866,11.14
_02676_,11.12
_02959_,11.12
_04911_,11.12
async_fifo_Writing.async_fifo\[0\]\[68\],11.12
async_fifo_Writing.async_fifo\[3\]\[17\],11.12
prdata_slaves[2],11.12
net798,11.12
net2046,11.12
_05303_,11.1
async_fifo_Reading.async_fifo\[11\]\[15\],11.1
async_fifo_Reading.async_fifo\[8\]\[33\],11.1
async_fifo_Writing.async_fifo\[4\]\[51\],11.1
async_fifo_Writing.async_fifo\[7\]\[10\],11.1
net1873,11.1
net1990,11.1
async_fifo_Writing.async_fifo\[2\]\[46\],11.085
async_fifo_Reading.async_fifo\[15\]\[10\],11.08
async_fifo_Reading.async_fifo\[4\]\[33\],11.08
async_fifo_Reading.async_fifo\[7\]\[23\],11.08
async_fifo_Reading.wptr_gray_sync1\[0\],11.08
async_fifo_Writing.async_fifo\[0\]\[39\],11.08
async_fifo_Writing.async_fifo\[0\]\[5\],11.08
async_fifo_Writing.async_fifo\[12\]\[1\],11.08
async_fifo_Writing.async_fifo\[3\]\[12\],11.08
async_fifo_Writing.async_fifo\[5\]\[54\],11.08
async_fifo_Writing.async_fifo\[6\]\[66\],11.08
_02001_,11.065
async_fifo_Writing.async_fifo\[10\]\[61\],11.06
async_fifo_Writing.async_fifo\[1\]\[64\],11.06
_01261_,11.045
async_fifo_Writing.async_fifo\[2\]\[14\],11.045
_00056_,11.04
_02726_,11.04
async_fifo_Writing.async_fifo\[11\]\[50\],11.04
async_fifo_Writing.async_fifo\[13\]\[39\],11.04
net1113,11.04
async_fifo_Reading.async_fifo\[13\]\[23\],11.035
prdata_slaves[47],11.03
_00271_,11.025
_00285_,11.025
_02728_,11.02
net619,11.02
net631,11.02
s_axi_araddr[17],11.02
net638,11.02
s_axi_wdata[13],11.02
s_axi_wdata[31],11.02
net702,11.02
net1141,11.02
async_fifo_Writing.async_fifo\[2\]\[31\],11.005
async_fifo_Writing.async_fifo\[4\]\[39\],11.005
async_fifo_Writing.async_fifo\[9\]\[2\],11.005
_03116_,11
async_fifo_Reading.async_fifo\[13\]\[35\],11
async_fifo_Reading.async_fifo\[6\]\[10\],11
async_fifo_Writing.async_fifo\[13\]\[67\],11
net615,11
net617,11
net618,11
net622,11
net606,11
net626,11
net634,11
net611,11
net613,11
net614,11
prdata_slaves[122],11
prdata_slaves[29],11
prdata_slaves[90],11
prdata_slaves[91],11
prdata_slaves[9],11
pslverrmsg_slaves[13],11
s_axi_awaddr[0],11
s_axi_awaddr[22],11
s_axi_wstrb[2],11
net1901,11
_01339_,10.98
_02244_,10.98
async_fifo_Reading.async_fifo\[6\]\[12\],10.98
async_fifo_Reading.async_fifo\[8\]\[20\],10.98
_01072_,10.965
async_fifo_Writing.async_fifo\[8\]\[45\],10.965
async_fifo_Writing.async_fifo\[9\]\[45\],10.965
_05150_,10.96
async_fifo_Reading.async_fifo\[15\]\[35\],10.96
net1203,10.945
async_fifo_Reading.async_fifo\[15\]\[24\],10.94
async_fifo_Reading.async_fifo\[3\]\[11\],10.94
async_fifo_Reading.async_fifo\[5\]\[5\],10.94
async_fifo_Writing.async_fifo\[14\]\[42\],10.94
_01893_,10.92
_02061_,10.92
_02306_,10.92
async_fifo_Writing.async_fifo\[1\]\[43\],10.92
